id,origin
104563440600887297,"hose"
104572148676440064,"humorous account"
104589967099052033,"hose"
104591378234880000,"hose"
104592002095661056,"hose"
104592233776414720,"hose"
104623124716326912,"hose"
104711232027758592,"humorous account"
104712370554802176,"hose"
104714972529033216,"humorous account"
104719584837369856,"hose"
104953315850326016,"humorous account"
105011928023302144,"hose"
105353349230116864,"humorous account"
105402318979211266,"hose"
105434492344336384,"humorous account"
105440230202548224,"humorous account"
105754428044353536,"hose"
105755329131839488,"hose"
105755597953187840,"humorous account"
105760577045008385,"humorous account"
105761016515788800,"hose"
106098937085173760,"hose"
106108188776075264,"humorous account"
106115711809748993,"hose"
106134062602784769,"humorous account"
106134477356531712,"hose"
106134799491678209,"humorous account"
106136650702258177,"humorous account"
106137381089984513,"humorous account"
106163638288650240,"humorous account"
106407721749848064,"hose"
106408134679072769,"humorous account"
106430518186344448,"hose"
106484050251886592,"humorous account"
106513287591632896,"humorous account"
106514306140602368,"humorous account"
106733107994046464,"hose"
106871421510234112,"humorous account"
107097607876251649,"humorous account"
107183506869850112,"hose"
107185671625654273,"humorous account"
107186770692677632,"hose"
107188396857888768,"humorous account"
107189141845970945,"humorous account"
107189640217378816,"humorous account"
107894619915825153,"humorous account"
108005234776870914,"humorous account"
108222108311621634,"humorous account"
108222225877975040,"humorous account"
108222295880904704,"hose"
108223230472499200,"hose"
108224046273011712,"humorous account"
108339379159830528,"humorous account"
108643610714570752,"hose"
108668822868869120,"hose"
108912083059490816,"humorous account"
108913660461727744,"humorous account"
108939411907022848,"humorous account"
108942258639863809,"humorous account"
109057170770886658,"humorous account"
109083969722646528,"humorous account"
109333729146712065,"humorous account"
109454222734536705,"humorous account"
109640447080665088,"hose"
109716821619376129,"hose"
109744821773672448,"humorous account"
109774969042501632,"hose"
110087129639550976,"humorous account"
110149281360527360,"hose"
110370568095809536,"humorous account"
110371071986909184,"humorous account"
110371352690700289,"hose"
110372127684829185,"humorous account"
110435509154750465,"hose"
110459533557645312,"humorous account"
110488796340027393,"hose"
110516370097180672,"humorous account"
110542887472734208,"humorous account"
110775894720786433,"hose"
110863039389118464,"humorous account"
110869562924347392,"hose"
111078538534326273,"hose"
111081481446760448,"hose"
111082980302262272,"humorous account"
111083475188199424,"hose"
111084369233457154,"hose"
111086736427335680,"hose"
111095623469641728,"humorous account"
111163429095620608,"hose"
111529470195798016,"hose"
111530615928659969,"hose"
111535017632608256,"humorous account"
111535168942125056,"humorous account"
111536605679976450,"humorous account"
111970483725025280,"hose"
112278437657456640,"hose"
112278581673082880,"humorous account"
112279622837743616,"humorous account"
112606541307318272,"humorous account"
112723225766674432,"humorous account"
112929295583813633,"hose"
112930914568384512,"humorous account"
112933914363969537,"hose"
112934157063163904,"hose"
112935002852962304,"hose"
112996470327738369,"humorous account"
113056931450601473,"humorous account"
113354657253965825,"hose"
113357649428484096,"hose"
113360527199182849,"hose"
113361382212255745,"humorous account"
113362028978122752,"hose"
113363587451453440,"humorous account"
113364763697872896,"humorous account"
113366485702950912,"hose"
113366874766585856,"humorous account"
113727658319286272,"humorous account"
113754934645768192,"hose"
114031258006339584,"humorous account"
114065214588190720,"hose"
114079441461854209,"hose"
114100541059121152,"humorous account"
114102690124013569,"hose"
114123396840833024,"humorous account"
114153603786223617,"humorous account"
114160705061650432,"humorous account"
114446930679037952,"humorous account"
114509576866496512,"humorous account"
115199253722316800,"humorous account"
115274631950254081,"humorous account"
115586770971791360,"humorous account"
115589385168228352,"hose"
115589802514059264,"hose"
116279660354080768,"humorous account"
116521733149818880,"humorous account"
116523466731175936,"hose"
116524066789277696,"humorous account"
116524813278916608,"humorous account"
116575669760180225,"hose"
116631084631990274,"humorous account"
116631359379877888,"humorous account"
116631779728822272,"humorous account"
116665563908018178,"humorous account"
116692266545975296,"humorous account"
117002966732513281,"humorous account"
117071435549249537,"humorous account"
117395943552327680,"humorous account"
117687994273636355,"humorous account"
117952321450811392,"hose"
117952617757417472,"hose"
118354350346219520,"hose"
118354511394906113,"hose"
119062040450056192,"humorous account"
119069175263145984,"humorous account"
119072672561901568,"hose"
119771787910324225,"hose"
119772761374736384,"humorous account"
119776192059555841,"humorous account"
119776403657994240,"hose"
119777689547714560,"humorous account"
119778877135532033,"humorous account"
119779437762973697,"hose"
119779616641646592,"humorous account"
119782688776388609,"hose"
119932896231428096,"humorous account"
119961313337286657,"humorous account"
119965276363173888,"humorous account"
120248455598837760,"hose"
120249102465380352,"humorous account"
120280529114378241,"hose"
120280890151665664,"humorous account"
120281159652491264,"humorous account"
120281443875303424,"hose"
120281677086982144,"hose"
120282442400677888,"humorous account"
120283120783196160,"hose"
120323465856299008,"humorous account"
120899364636991488,"humorous account"
121317111900540931,"hose"
121317155366109184,"humorous account"
121343592517210112,"humorous account"
121344237563424768,"hose"
121344828150788096,"humorous account"
121344909239255040,"humorous account"
121344986317991936,"humorous account"
121398912304160768,"humorous account"
121676773674065920,"humorous account"
122067686745309184,"humorous account"
122068035732385792,"humorous account"
122439041642790912,"hose"
122440938424516608,"humorous account"
122705173998084098,"humorous account"
122719674944335872,"humorous account"
122721392327262208,"humorous account"
122726013020016640,"humorous account"
122727689974067200,"humorous account"
122728088806240256,"hose"
122764725875519488,"humorous account"
122794198071128064,"humorous account"
122801026955874304,"hose"
122802607734534145,"humorous account"
122804437835190272,"humorous account"
122804731553910785,"hose"
123089898721910784,"hose"
123472190921388033,"humorous account"
123504240500023297,"humorous account"
123841622956965888,"humorous account"
123874797695406081,"humorous account"
123903624693821440,"hose"
123934884946395136,"humorous account"
124201516658733056,"humorous account"
124230461257035776,"humorous account"
124231134337966080,"hose"
124237699191279616,"humorous account"
124500007733837824,"hose"
124589923058712577,"humorous account"
124621817112567808,"humorous account"
124994899933278208,"humorous account"
125329139346587648,"humorous account"
125330813641433088,"humorous account"
125331970350780416,"hose"
125335213625704449,"humorous account"
125335968097107968,"humorous account"
125336607778799617,"hose"
126018979499225089,"hose"
126088294034456576,"hose"
126114609676550144,"hose"
126115023381741568,"hose"
126115640632287234,"hose"
126418378259832832,"hose"
127033908314378240,"humorous account"
127035911568490496,"hose"
127038454717612032,"hose"
127038779180597248,"humorous account"
127039084504956928,"hose"
127039442115510272,"hose"
127041594456150017,"hose"
127398432024440833,"hose"
127401078986772480,"humorous account"
127401542327336960,"humorous account"
127855413738733568,"hose"
127881348655497216,"hose"
127930134387896320,"humorous account"
128155812995665922,"humorous account"
128184156969631745,"humorous account"
128277926943789056,"humorous account"
128307925386145792,"humorous account"
128583300745936896,"humorous account"
128588347131183104,"humorous account"
128612301937983488,"humorous account"
128981600124940288,"humorous account"
128983882614833152,"humorous account"
128985203707355136,"humorous account"
129003171166167040,"humorous account"
129306862209343488,"humorous account"
129320996128829440,"hose"
129376706304802817,"humorous account"
129597592479862785,"hose"
129706862336679936,"humorous account"
129712795716567041,"hose"
130037924921225216,"hose"
130040061180907521,"humorous account"
130042098480185344,"humorous account"
131126304618717184,"hose"
131488904120500224,"humorous account"
131489351103299584,"hose"
131496187755888641,"humorous account"
131887952652541952,"humorous account"
132270618568704000,"hose"
132557540021112832,"humorous account"
132995965031432192,"humorous account"
133211068989321217,"humorous account"
133211665960411136,"hose"
133211844029579264,"hose"
133214556079128577,"humorous account"
133226997898948608,"humorous account"
133227289260462080,"hose"
133350060867059712,"humorous account"
133625780780544000,"humorous account"
133626347233882112,"hose"
133626740269527041,"hose"
133626814231871488,"humorous account"
133735312466788352,"humorous account"
134028568823996416,"humorous account"
134028786013450240,"humorous account"
134029382007259136,"hose"
134029538094100481,"humorous account"
134030869936615424,"hose"
134034461259083777,"hose"
134717904854851584,"hose"
134717996395532288,"humorous account"
134720786308149248,"humorous account"
135029322531618816,"humorous account"
135029751810244610,"humorous account"
135030134011994112,"humorous account"
135065317650075648,"humorous account"
135065695544279043,"hose"
135066103775903745,"humorous account"
135066888521781249,"humorous account"
135067891656691712,"hose"
135068409200259072,"hose"
135068690159902721,"humorous account"
135069148446330880,"hose"
135069364503314432,"humorous account"
135070020488269825,"hose"
135119657312059393,"hose"
135456895346556928,"humorous account"
136550685356457984,"humorous account"
136550834950516736,"hose"
136552410431754241,"hose"
