id,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5
3531845467639808,0,0,0,2,0,0
3532416790564864,0,0,0,2,0,0
3532626862284800,0,0,0,0,0,1
3533041876082688,0,0,0,1,0,0
3586711355392001,0,0,0,4,0,0
3587093666205696,1,0,0,0,0,0
7557678003920897,0,3,0,0,0,0
8345209372934144,0,1,1,0,0,0
8345545651261441,1,1,0,1,0,0
8625620447666176,0,0,1,0,1,0
8631410231349248,0,0,1,0,1,0
10115063612444672,1,0,2,0,1,0
13626131747971072,0,2,0,1,0,0
15203404057935872,2,0,0,0,0,0
16695162465943554,1,0,0,0,0,0
19107598871560192,1,1,0,0,0,0
20307501543067648,0,0,1,1,0,0
20311793138139136,2,0,0,0,0,0
22303989420793856,0,1,0,1,0,0
22479077663313921,0,1,1,1,0,0
24497938461892608,0,1,0,1,0,0
25251207303921666,2,0,0,0,1,0
25409037646430209,1,0,0,2,0,0
25666768714342400,1,1,0,0,0,0
26825835872788481,0,0,2,2,0,0
26825952315047937,0,1,1,1,0,0
26826258461499392,0,0,1,0,0,0
26828697231167489,2,0,0,0,0,0
27782558095773696,0,1,0,0,0,0
27949130907127808,0,1,0,0,0,0
28266865654501377,0,1,0,0,0,0
28267987463053312,1,0,1,0,0,0
29725985532289024,0,1,0,0,0,0
31450965466943488,1,1,1,0,0,0
32234206515961856,0,3,0,0,0,0
32237641441222656,0,0,1,1,0,0
34423372288888833,1,2,0,0,0,0
34423594494726144,1,2,0,1,0,0
34424038235308032,0,1,0,0,0,0
34424472802951168,1,0,0,0,0,0
35136186909458432,0,2,1,0,0,0
35136496537182208,0,2,2,0,0,0
35136694533488641,0,1,1,1,0,0
35136950532837376,0,0,2,1,0,0
35839804021153792,0,1,0,0,0,0
37023116072992768,1,0,1,0,0,0
40456560870309888,0,0,2,0,0,0
40456860976807936,0,1,2,0,0,0
40591170744619009,1,1,1,0,0,0
41146791361519616,1,0,0,0,0,0
41146888199745536,0,0,1,0,1,0
42038517852934144,1,1,1,0,0,0
43115392478089216,0,0,1,0,0,0
44036212339638272,0,0,0,2,0,1
44933317044346880,0,2,0,0,0,0
44933782398173184,2,1,0,0,0,0
44933879752175616,1,1,0,0,0,0
44935009127235584,2,1,0,0,0,0
44935171518107648,1,2,0,0,0,0
44935297154293761,2,0,0,0,0,0
44935633264848897,1,2,0,0,0,0
44935751003156481,0,1,1,0,0,0
44935879592128512,1,2,1,0,0,0
44936393918644224,2,2,0,0,0,0
44936466203279360,1,1,0,0,0,0
44936554879254528,1,0,0,0,0,0
46324492171100160,0,2,0,1,0,0
48879778547236864,0,0,1,2,0,0
48882879446532096,0,0,0,2,0,0
51012783805968384,1,1,2,0,1,0
51696849278607360,3,0,0,0,0,0
51700695262429184,0,0,3,1,0,0
51853091854749697,0,0,0,1,0,0
53564556651409408,0,2,1,0,0,0
54701386264363008,0,0,2,1,0,0
55073255341572097,0,1,0,0,0,0
55073849670246400,1,2,0,0,0,0
56111938169602048,1,1,2,0,0,0
57108227325837312,0,3,0,0,0,0
57108334830043136,0,0,2,2,0,0
57551693675626497,0,1,0,0,0,0
58244744358268928,1,3,0,0,0,0
59689465903448065,0,0,0,0,1,0
60100164584620032,1,1,2,0,0,0
60146218944303104,1,1,0,0,0,0
60147243373690881,0,1,0,1,0,0
61528992372629505,0,1,2,0,0,0
61921215341805568,0,0,0,1,1,0
61948626867470336,0,1,3,0,0,0
61949627229941760,0,0,1,0,1,0
62238455832383488,2,0,0,1,0,0
62242213685510144,1,1,0,0,0,0
62257426220584960,0,1,0,2,0,0
62273340756344832,0,1,2,0,0,0
62355493649264640,0,0,1,1,0,0
62363181061910528,1,0,1,1,0,0
62633251927367680,1,0,0,1,0,0
62633958684364802,0,1,0,0,0,0
62656834179305472,0,2,0,0,0,0
62682142169247744,1,0,2,0,0,0
62702934047195137,1,0,1,0,0,0
62903634618351616,1,0,0,0,0,0
63003739979661312,0,0,0,1,0,0
63391482463264768,1,1,0,0,0,0
63639587926446080,0,1,1,1,0,0
63741829178335232,0,1,2,0,0,0
64390538455027712,1,0,1,0,0,0
64394490424733696,0,1,1,0,1,0
64450751140868096,0,0,1,1,1,0
64452026863587328,1,1,0,2,0,0
64454401506553857,0,0,2,0,0,0
64479983577468928,0,2,2,0,0,0
65092173317681152,0,4,0,0,0,0
65191953452630016,1,1,0,0,0,0
65224395785904128,0,0,0,0,1,0
65235369146322944,2,0,0,0,0,0
65904264484110336,0,0,2,1,0,0
65904530927271937,1,1,0,0,0,0
65905157560475649,0,0,1,0,0,0
66245349785878529,0,1,1,0,0,0
66245809284460544,0,1,1,1,0,0
66623598214914051,0,2,0,0,0,0
66638891003813888,0,0,2,1,0,0
66639112102354944,0,0,0,1,0,0
66882549628157952,0,0,1,0,0,0
66950721022607362,0,2,1,0,0,0
66996563054051328,0,0,0,1,0,1
67017953505320961,1,2,0,0,0,0
67040848747048960,1,3,0,0,0,0
67054612955406336,0,0,1,0,1,0
67061970171461632,1,0,1,0,1,0
67251853859106818,0,0,0,2,0,0
67252185993449472,0,0,2,1,0,0
67374364827459584,1,1,0,0,0,0
67376848295829504,0,1,2,0,0,0
67388338679721984,0,1,1,1,0,0
67601720586420224,0,1,0,0,0,0
67744269766635520,2,1,0,0,0,0
67958324011859969,1,0,0,0,0,0
67980970065788929,1,0,0,0,0,0
67991050022699008,0,1,0,1,0,0
68046404710449152,0,3,0,0,0,0
68124406022545408,0,1,0,2,0,0
68402074118918144,0,1,0,1,2,0
68426889332658177,1,0,0,0,1,0
68451592906612736,0,1,3,0,0,0
68469265451331584,1,0,1,0,0,0
68839132369129472,0,1,0,0,0,0
69150695378522112,0,1,0,0,0,0
69196954076332032,0,0,2,0,0,0
69401667640111104,0,1,2,1,0,0
69485969371439104,0,1,0,0,0,0
69602909511364608,0,1,0,1,0,0
69739555628122112,0,1,0,0,0,0
69800022446845952,0,1,0,0,1,0
69811088706908160,0,0,0,1,1,0
69821239442681857,0,0,1,1,0,0
69886628671397888,1,1,1,0,0,0
69933939682320384,0,2,0,0,0,0
70142225291550720,0,3,0,0,0,0
70276535931781120,1,1,0,0,0,0
70296694897639424,1,2,0,0,0,0
70318417286152193,0,1,0,3,0,0
70504520978931712,0,1,2,0,0,0
70543608788418560,1,1,0,0,0,0
70594267118186496,0,2,0,0,0,0
70615461770956800,0,0,1,0,0,0
70892783552053248,0,1,0,0,0,0
70905716688437248,0,1,2,0,0,0
70972586934280192,0,3,0,0,0,0
70973543583723520,0,2,0,0,0,0
71018753906839552,0,1,0,0,2,0
71239948421963777,0,1,1,1,0,0
71249298280558592,0,1,1,0,0,0
71316137626972161,0,2,1,0,0,0
71357599722901504,0,0,0,0,1,0
71380731061997568,1,0,0,1,0,0
71591691454394368,1,1,2,0,0,0
71658795222310912,0,0,0,1,0,0
71682686196002816,1,1,0,0,0,0
71705016137818114,1,0,0,0,0,0
71711698993680384,2,1,0,0,0,0
71952332715335763,1,0,0,0,1,0
72019522223226880,0,1,2,0,0,0
72040553361051649,0,0,1,0,0,0
72086075568422913,0,2,0,0,0,0
72107859281850368,1,1,0,0,0,0
72308504861491200,0,1,1,0,0,0
72351680011837440,0,0,0,1,0,0
72372428113850368,0,0,1,1,0,0
72404965586501633,1,0,0,0,0,0
72699278681841664,1,1,0,0,0,0
72720455924060160,0,1,1,1,0,0
72765821646143488,0,0,1,1,1,0
72830823002423296,1,0,1,0,0,0
73072325062443008,0,1,0,2,0,0
73119384763240448,0,2,1,0,0,0
73426866232500225,0,0,1,0,0,0
73459624287801344,0,2,0,0,0,0
73491283028623360,0,2,0,0,0,0
73534875877122049,0,2,0,0,0,0
73760870303408128,0,1,0,0,0,0
73783158709026816,0,0,0,0,2,0
73902282714005504,1,0,0,0,1,0
73929878612881408,0,0,0,1,1,0
74119419462303746,0,0,1,0,0,0
74271135432323072,0,0,1,0,0,0
74273022621646848,0,1,2,0,0,0
74498310311915520,1,1,0,0,0,0
74506870731182080,1,0,0,0,0,0
74510548401799168,0,3,0,0,0,0
74635848523591682,0,0,0,0,1,0
74654251695083521,0,0,1,0,0,0
74871590483017729,0,0,3,0,0,0
74940720464674816,0,0,2,0,0,0
74984896728281088,1,0,1,0,0,0
75280856637374464,0,1,0,1,0,0
75304720230649856,0,0,3,0,0,0
75320265810255872,1,1,0,1,0,0
75326130256740352,0,1,0,1,0,0
75373995310059520,0,1,0,1,0,1
75379263146180609,0,1,0,1,0,0
75380856306401280,1,0,0,1,0,0
75382575597760513,0,3,0,0,0,0
75578771033432065,0,0,1,3,0,0
75620543243616256,0,1,2,0,0,0
75643647617548289,0,1,1,1,0,0
75691266880454656,0,1,0,1,0,0
75733073647513601,0,0,0,0,1,1
75749705715429376,0,0,2,1,0,0
75984361442381824,0,1,0,0,0,0
76006394331004929,1,2,0,0,0,0
76029621140865024,0,0,1,0,0,0
76053217217224705,0,1,0,0,0,0
76077362801934336,1,0,1,0,1,0
76084049541730304,3,0,0,0,0,0
76094323678121985,1,1,0,0,0,0
76338311404322816,0,1,1,0,0,0
76380811418533888,0,0,0,2,0,0
76426763466588160,0,1,0,2,0,0
76428469151600641,0,1,0,1,0,0
76445347773296641,0,2,1,0,0,0
76452516602200065,0,0,0,2,0,0
76681846896852992,0,1,2,0,0,0
76774415089676288,0,1,1,1,0,0
76803293329899520,0,1,0,1,0,0
77033365445951488,0,1,0,2,0,0
77050943564300289,0,1,0,1,0,0
77073105310330881,1,0,0,1,0,0
77082924301819905,0,1,0,0,1,0
77089804596158465,0,1,0,0,0,0
77097008627855360,0,1,0,0,0,0
77115019367677952,1,1,0,2,0,0
77118437679304704,0,1,1,0,0,0
77128648129392641,0,1,1,0,0,0
77133958730625024,0,0,1,0,0,0
77133973087727617,1,0,1,0,0,0
77405463276298240,0,2,0,0,0,0
77406780702986240,0,2,0,0,0,0
77425029607993345,0,0,3,0,0,0
77428332312006656,0,1,0,1,1,0
77452841685499904,1,1,1,0,0,0
77454046813892608,0,1,0,0,0,0
77466499438227456,0,1,0,2,0,1
77467273207627776,0,1,0,0,0,0
77469130973908993,0,1,0,2,0,0
77509839089176577,1,1,1,0,0,0
77554545022074880,1,1,1,0,0,0
77558130732564480,0,1,1,0,0,0
77558131001008128,0,1,0,0,0,0
77559293691445250,0,1,1,0,1,0
77773810471936002,0,0,1,0,0,0
77828219981668352,1,1,0,0,0,0
77841618681602049,0,1,0,0,1,0
77931076995137536,0,2,0,0,0,0
78114609210466304,0,0,0,2,0,0
78136756045758464,0,0,1,1,0,0
78205790648938496,0,1,0,0,0,0
78251096660918272,3,0,0,0,0,0
78271270940196864,0,2,1,0,0,1
78271355316994048,0,0,2,1,0,0
78520829289299968,0,2,1,0,0,0
78541449465036800,0,0,1,2,0,0
78542920038363136,0,0,3,0,0,0
78587692782333952,0,1,0,0,0,0
78955113514938368,0,0,0,2,1,0
79018866386276352,1,0,1,0,0,0
79287778420068352,0,1,0,0,1,0
79365067832950784,1,0,0,0,0,2
79365668465680384,0,0,0,0,2,0
79366810016825345,0,1,0,0,0,0
79599375315243008,0,2,0,0,0,0
79646397632221184,0,0,0,0,0,1
79669869179703297,1,1,1,0,0,0
79694212827848705,0,1,1,2,0,0
79957811412471809,0,2,1,0,0,0
80027293925392385,0,0,0,0,1,1
80096993057312768,1,1,0,0,0,0
80291616396546048,0,2,1,0,0,0
80351387497664512,0,1,0,1,0,0
80431551829127169,0,1,2,0,0,0
80441959658958850,0,0,0,1,0,0
80583602072600576,0,1,2,0,0,0
80648601440759808,1,0,0,0,0,0
80692653641052160,1,1,1,0,0,0
80713637823651840,0,0,1,1,1,0
80729962591682560,0,0,0,1,0,0
80759196630523904,0,1,1,1,0,0
80805606361018369,0,0,1,0,0,0
81107055318011904,0,1,2,0,0,0
81145398802137088,1,1,0,0,0,0
81170379883819008,0,1,2,0,0,0
81183467332841472,0,1,0,1,0,0
81465880315310080,0,1,0,0,0,0
81481350045106177,1,1,0,0,0,0
81761598343102464,0,2,1,0,1,0
81825833257402369,0,2,1,0,0,0
81841893952077824,2,0,0,0,1,0
81868395229884417,0,1,0,1,0,0
82127024759644160,0,2,1,0,0,0
82127892103970816,0,0,0,1,2,0
82139124215193600,0,0,0,2,0,0
82170087288737792,1,0,0,0,0,0
82244301823803392,0,3,0,0,1,0
82281672606883841,0,1,2,0,0,0
82498403031990272,1,1,1,0,0,0
82614346940809217,0,0,0,1,0,0
82838077961289728,0,1,0,1,0,0
82919088292237312,0,1,0,0,0,0
82976148207833088,0,0,0,1,0,0
83218263986798592,0,0,3,1,0,0
83284728077225984,1,0,0,0,0,0
83286110087815168,0,0,3,0,0,0
83287301173686272,0,1,0,0,0,0
83289023476547584,1,2,0,0,0,0
83289477648351233,0,1,2,0,0,0
83302019464572928,1,1,0,0,0,0
83617999411625985,0,1,2,0,0,0
83623835802419200,0,0,3,0,0,0
83627788405452801,0,1,0,0,0,0
83674746851565568,0,1,3,1,0,0
83701686035689472,3,0,0,0,0,0
83731049498148864,2,1,0,0,0,0
83917438361665537,0,1,1,1,1,0
83920362190020609,1,0,1,0,0,0
83978102534975488,1,2,0,0,0,0
84037610527408129,0,0,0,0,1,1
84272823752855552,1,2,0,0,0,0
84273658842988547,1,0,0,0,0,0
84273837524529152,1,0,1,0,0,0
84274564741345281,0,2,0,0,1,0
84439053809889281,0,1,0,0,0,0
84716637923717120,0,3,0,0,0,0
84747089585770496,0,1,0,0,0,0
84777136170336257,1,1,1,1,0,0
85080775271256064,0,1,1,0,0,0
85144970511663104,0,0,1,0,0,0
85163794115989505,0,1,0,0,0,0
85164314306150400,0,0,0,0,0,1
85440844244594688,0,0,2,0,0,0
85466333445242880,0,1,1,2,0,0
85467124147040256,0,2,0,0,0,0
85509043250135040,1,1,0,0,0,0
85529643574239234,1,1,1,0,0,0
85710075850797056,0,0,1,0,1,0
85784817433718784,0,3,0,0,0,0
85815512541573121,0,1,0,1,0,1
85818493525688320,0,0,2,1,0,0
85821116085567489,0,0,2,1,0,0
85821862256443392,0,1,0,0,1,0
85822668204552192,0,1,1,1,0,0
85823267738353665,1,0,1,1,0,0
85870444774821888,0,0,0,1,1,1
86115639093248000,1,1,1,0,0,0
86170430821507072,0,0,1,0,0,0
86213316506157056,0,1,0,1,0,0
86225551110569984,0,0,1,1,0,0
86454092628631552,1,1,0,0,0,0
86582146147422208,0,2,1,1,0,0
86604811012808705,0,0,1,1,0,0
86609176914182145,1,0,0,0,0,0
86798512997662721,0,0,0,1,1,0
86811005392404481,0,0,0,3,0,0
86813176682917888,0,0,2,0,0,0
86974923607785473,0,1,0,2,0,0
86997407275036672,1,0,1,0,0,0
87006099772932096,0,0,0,2,0,0
87193942805848064,0,0,2,0,0,2
87287036544958464,0,0,0,2,0,1
87287334810288129,1,3,0,0,0,0
87292369728315393,0,1,1,0,0,0
87299711312211968,0,0,1,1,0,0
87331034361888769,0,4,0,1,0,0
87354006803988480,0,0,1,0,0,0
87626958455840768,1,0,1,1,0,0
87678442568556544,0,0,4,0,0,0
87680266168053760,1,0,1,1,2,0
87706462884872192,0,0,3,0,0,0
88003525191286784,0,0,1,1,1,0
88081550406713344,0,2,0,0,0,0
88277985261662208,0,1,0,1,0,0
88294604411121665,0,0,0,0,1,0
88329756206047232,1,1,1,1,0,0
88352663661588480,0,1,1,1,0,0
88383191651598336,1,1,0,0,0,0
88616333897510912,0,0,1,0,0,0
88616769274642433,0,2,1,0,0,0
88621625980887040,0,1,1,0,0,0
88622560937394176,0,0,1,0,0,0
88626988843155457,0,0,0,2,1,0
88633371403624448,0,1,0,1,0,0
88679518289674240,0,1,0,2,0,0
88740834878554112,0,1,0,1,1,0
88794948996046848,2,0,0,0,0,0
88803006224662528,0,1,0,0,0,2
89001798538506240,0,0,1,0,0,0
89085743812710400,1,0,0,0,0,0
89089429725130752,0,3,0,0,0,0
89090483967627264,0,0,2,0,0,0
89360166864162816,3,0,0,0,0,0
89415148980273152,2,0,0,0,0,0
89415309966053376,1,2,0,0,0,0
89415660890894336,0,0,3,0,0,0
89417051936014336,1,0,0,0,0,0
89437416678637568,0,0,1,1,0,0
89447464523931649,0,1,0,0,0,0
89447908075765762,0,0,1,0,0,0
89461951956123648,0,1,1,0,0,0
89532692370169856,0,2,1,1,0,0
89700769292500992,1,0,0,0,0,0
89722069322956801,0,0,0,0,2,0
89775064366596096,0,0,0,1,0,0
90116138821885953,0,0,1,0,1,0
90119855738585089,0,1,0,0,0,1
90228239078932480,1,0,2,0,0,0
90456907134935040,0,0,1,0,0,0
90457220000653312,0,2,0,0,0,0
90460497937313792,0,1,1,0,0,0
90462400083525632,0,0,1,0,1,0
90468338710487040,0,1,1,3,0,0
90468698506272768,0,1,1,0,0,0
90532379554357249,2,0,0,0,0,0
90544351389810688,0,2,1,0,0,0
90544841104162816,0,1,1,1,0,0
90544922616266752,0,1,0,0,0,0
90569731366588416,0,3,0,0,0,0
90868270466478080,0,0,2,1,0,0
90868813658206208,0,0,0,2,0,0
90869330027360256,0,0,1,1,0,0
90870263549411328,1,0,0,0,0,0
90871881686724608,0,0,1,1,0,0
90900058765139968,0,0,2,1,0,0
90931798967726080,0,1,2,0,0,0
90951983615328257,0,0,0,3,0,0
91226664549367808,0,1,2,1,0,0
91228007519363073,0,2,1,0,0,0
91228973186551808,0,0,1,1,0,0
91229071903703040,1,0,1,0,0,0
91232942835236864,0,1,0,0,0,0
91233466557009921,0,2,0,0,0,0
91239493683781632,0,0,0,1,0,0
91259716986093568,1,2,0,0,0,0
91301896467382272,0,1,0,0,2,0
91535188005371904,0,0,0,0,1,0
91535546509312001,0,1,1,0,0,0
91536220064198657,1,2,0,0,0,0
91546221742784514,0,1,3,0,0,0
91547767096360960,0,2,0,0,0,0
91549761156554752,1,0,0,0,0,0
91603160879202304,0,1,2,0,0,0
91604009693093888,0,2,0,0,1,0
91654043797159936,1,0,1,1,1,0
91869574135418880,1,0,0,0,0,0
91870413637959680,0,1,0,1,0,0
91874429302345729,0,0,1,0,1,0
91992766187454465,0,1,1,0,0,0
92016324301168640,0,0,1,1,0,0
92019160816685056,2,0,0,0,0,0
92258369930407936,0,1,0,2,0,0
92258510666084353,0,0,1,2,0,0
92317857077145600,0,0,1,1,0,0
92347078721806336,1,0,3,0,0,0
92377643982401536,0,0,1,1,0,1
92624163965112321,3,0,0,0,0,0
92625253955682304,0,0,4,0,0,0
92625492527685632,0,1,1,1,0,0
92633778383630336,0,2,1,0,0,0
92634985227485184,0,1,0,1,0,0
92728577451237376,0,0,0,3,0,0
92956068359057408,0,2,0,1,0,0
92959475249577984,2,0,0,0,0,0
92961879730823168,0,2,0,0,0,0
92965586153385984,2,0,0,0,0,0
92969519810748417,0,0,0,3,0,0
93026998854754307,0,0,0,2,0,0
93056306839175168,1,2,0,0,0,0
93407684015042560,0,3,0,0,0,0
93408736235888640,0,3,0,0,0,0
93422746167549952,0,2,0,0,0,0
93452733784391680,0,1,0,2,0,0
93805715013115904,1,0,0,0,0,0
93847990334275584,0,2,0,2,0,0
94043179225071617,0,0,1,1,0,0
94048883130376192,0,2,1,0,0,0
94049141327544320,1,3,0,0,0,0
94049974211448832,0,2,0,0,0,0
94110220451713025,0,1,1,0,0,0
94164451800002560,2,1,0,1,0,0
94165691430731777,0,1,1,2,0,0
94166530924888064,1,0,0,0,0,0
94168299969052672,0,1,1,0,0,0
94223927886348288,0,0,1,2,1,0
94449897327181824,0,0,1,1,0,0
94452505592856577,0,0,0,2,0,0
94455639438401536,0,0,1,1,0,0
94531959019151360,1,1,0,0,0,0
94566898360000512,0,1,0,0,0,0
94596310681919488,0,0,0,1,0,0
94838567821512704,0,0,1,0,1,0
94894434688303105,0,2,0,1,0,0
94922565813944320,0,0,1,1,2,0
94957474414723072,0,2,0,1,0,0
95168850009665536,0,0,3,0,0,0
95176488843874304,0,1,0,0,0,0
95255521052995584,0,1,0,0,0,0
95311253022584832,0,1,1,2,0,0
95555225728983040,0,0,1,1,0,0
95588214307434496,3,0,0,0,0,0
95601301450260482,0,1,0,1,0,0
95601753063571457,2,0,0,0,1,0
95609484063408129,0,0,1,0,0,0
95611493122453504,0,0,1,1,0,0
95611914972971008,2,0,0,0,0,0
95904465168764928,1,0,2,1,0,0
95905064362844160,2,0,0,0,0,0
95905523999838208,0,0,0,2,0,0
95906362596405249,2,0,0,0,0,0
95907700633894912,0,1,0,0,1,0
95963218362634240,0,1,0,1,0,0
95992779473301504,0,0,1,0,0,0
96280216019804161,0,2,1,0,0,0
96311327827558400,0,0,0,1,0,0
96335269195825152,3,0,0,0,0,0
96402006238953475,2,1,0,0,0,0
96413900978913280,0,0,0,1,1,0
96597990998937601,2,0,0,0,0,0
96601112613883904,1,2,0,0,0,0
96604531131023360,0,2,0,1,0,0
96644631135129600,0,1,0,1,0,0
96761669912506369,0,0,1,0,1,0
96789789772234752,0,0,0,1,0,1
97050897158381569,0,1,0,3,0,0
97074346589302784,1,1,1,0,0,0
97074573828304896,0,0,2,1,0,0
97104324345331712,0,4,0,0,0,0
97135460891107328,0,0,0,2,1,0
97368453526204417,0,1,0,2,0,0
97430998916141056,0,0,0,1,0,0
97502016233938944,0,1,2,0,0,0
97693740558323713,0,0,1,0,0,0
97704513930145792,0,1,2,0,0,0
97786312089800705,0,0,0,3,0,0
98061289460469760,0,1,0,0,0,1
98077287341232128,1,0,0,0,0,0
98077505738637313,0,0,3,0,0,0
98078950990950400,0,0,2,0,0,0
98081436900405248,1,0,0,0,0,0
98081631239286785,0,0,1,0,0,0
98115432594157568,0,1,0,0,0,2
98141991887581184,0,0,1,0,0,0
98146499254423553,0,0,1,0,1,0
98419581663719424,0,0,1,0,0,0
98422415499083777,1,0,0,0,0,0
98424359911305216,1,0,0,0,0,0
98424663486627840,1,1,1,0,0,0
98448775282032640,0,0,1,1,0,0
98449342490345472,0,0,1,0,0,0
98605282426490880,0,0,0,1,0,0
98874555908624387,1,1,1,0,0,0
98878124636381184,0,2,1,0,0,0
98879027691008000,0,3,0,0,0,0
98879946402971648,2,0,0,0,0,0
99138950303723520,0,1,1,1,0,0
99164593569546240,0,0,1,0,1,0
99219717037887488,0,0,1,1,1,0
99298599522934784,1,2,1,0,0,0
99507689599672320,1,0,0,0,0,0
99508368225480704,1,1,0,0,0,0
99509743382568960,0,2,0,1,0,0
99662467394830336,0,1,1,3,0,0
99911997726011392,0,0,0,1,0,0
99939249528389632,0,1,0,1,1,0
99967888483561473,0,0,0,1,0,1
99997061629485056,0,1,1,0,0,0
100028424940294144,0,1,0,0,0,0
100372314075578368,0,1,0,0,0,0
100580824348499969,0,0,2,2,0,0
100614581096943616,1,1,0,0,0,0
100642486866808832,0,2,1,0,0,0
100957929137647616,1,0,0,0,1,0
100987872219365376,0,0,1,0,0,0
101040470326652928,2,2,0,0,0,0
101073338922831872,0,0,1,1,0,0
101079609944186881,2,0,0,0,0,0
101100716009062403,0,1,1,0,0,0
101336108650086400,0,0,2,0,0,0
101336438146207748,0,1,1,0,0,0
101337177639763969,0,1,0,2,0,0
101337461942255616,0,1,1,0,0,0
101337936297078784,0,0,2,2,0,0
101339138862755840,0,1,1,0,0,0
101339300804833280,0,1,1,0,0,0
101393161749938176,1,1,0,0,0,0
101460705332563969,0,0,1,1,0,0
101487767082643457,0,0,1,0,0,0
101703296477171712,0,0,0,2,0,0
101744553370976256,0,1,0,0,0,0
101761686578540544,1,1,0,0,0,0
101764495139016705,0,0,1,1,0,0
102088770492448768,0,1,0,1,0,0
102119661960839168,1,0,0,0,0,0
102119803455680512,1,0,0,0,0,0
102119909592543232,1,1,0,0,0,0
102120005990232064,0,0,0,3,1,0
102120452624887808,0,0,0,1,2,0
102120915801878529,0,1,1,1,0,0
102150312772632577,0,1,2,1,0,0
102160101665816576,0,1,0,0,1,0
102442984074772481,0,0,1,0,2,0
102491526533361664,1,1,0,1,0,0
102503965937238016,0,0,1,0,0,0
102525128268726274,0,0,1,0,0,0
102526316263391233,0,0,1,0,0,0
102532101756305408,0,0,1,0,0,0
102579096596393984,1,0,0,0,0,0
102771741507596288,2,0,0,0,0,0
102772788389101568,2,0,0,0,0,0
102773618186010624,0,2,0,0,0,0
102774176204599296,0,1,0,0,1,0
102846863828467713,2,1,0,0,0,0
102868117079863297,0,0,0,1,1,0
102876486981271552,0,0,2,0,0,0
102880120242585600,0,1,2,0,0,0
102906952606171137,1,0,0,0,1,0
102937729851072513,0,4,0,0,0,0
103213099007488000,1,0,2,0,0,0
103275423399555072,0,1,0,0,1,0
103577901403865088,0,0,0,1,1,0
103581242481577984,2,0,0,0,0,0
103581996495814657,0,0,1,0,0,0
103582514794344448,1,1,0,0,0,0
103582823943913472,1,1,0,0,0,0
103866847623004160,0,2,0,1,0,0
103867876888420352,0,0,2,0,1,0
103885812671856640,0,2,0,0,0,0
103956618340859904,1,1,0,0,0,0
103957079252930560,0,1,0,0,0,0
103972383232233472,0,0,1,0,0,0
104222343030779906,1,0,0,0,0,0
104222531296301056,0,0,0,1,0,0
104226293087866881,0,1,2,1,0,0
104230806804893698,0,1,0,0,0,0
104291932922052608,1,1,0,0,0,0
