id,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5
69602909511364608,1,1,1,2,0,0
69739555628122112,1,3,1,0,0,0
69800022446845952,1,1,0,1,2,0
69811088706908160,0,1,1,1,2,0
69821239442681857,0,0,2,2,1,0
69886628671397888,2,1,1,0,0,0
69933939682320384,0,2,2,0,0,0
70142225291550720,0,4,1,0,0,0
70276535931781120,2,1,2,0,0,0
70296694897639424,1,3,1,0,0,0
70318417286152193,0,1,0,4,0,0
70504520978931712,1,2,2,0,0,0
70543608788418560,3,1,0,0,0,0
70594267118186496,1,2,1,0,0,0
70615461770956800,0,0,2,0,2,0
70892783552053248,0,2,0,1,0,0
70905716688437248,1,1,2,0,0,0
70972586934280192,0,4,0,0,0,1
70973543583723520,1,3,0,0,0,0
71018753906839552,0,2,1,0,2,0
71228227233906688,0,1,2,2,0,0
71239948421963777,0,1,1,2,0,0
71249298280558592,1,2,2,0,0,0
71316137626972161,0,3,1,1,0,0
71357599722901504,0,0,1,3,2,0
71380731061997568,2,0,2,1,0,0
71591691454394368,1,1,2,0,0,0
71658795222310912,1,1,1,1,1,0
71682686196002816,2,3,0,0,0,0
71705016137818114,1,2,0,0,0,0
71711698993680384,3,2,0,0,0,0
71952332715335763,1,1,0,0,2,0
72019522223226880,0,2,3,0,0,0
72040553361051649,0,2,2,0,1,0
72086075568422913,0,3,0,0,0,0
72107859281850368,3,2,0,0,0,0
72308504861491200,2,2,1,0,0,0
72351680011837440,0,1,3,1,0,0
72372428113850368,0,2,1,1,1,0
72404965586501633,2,0,2,0,0,0
72699278681841664,2,2,0,0,0,0
72720455924060160,0,1,2,2,0,0
72765821646143488,0,1,1,1,2,0
72830823002423296,2,1,2,0,0,0
73072325062443008,0,1,0,2,1,0
73119384763240448,1,2,1,0,0,0
73426866232500225,0,0,3,2,0,0
73459624287801344,1,2,1,0,0,0
73491283028623360,0,4,0,0,0,0
73534875877122049,0,2,2,0,1,0
73760870303408128,0,1,3,1,0,0
73783158709026816,0,1,0,1,2,0
73902282714005504,2,1,0,1,1,0
73929878612881408,0,0,1,3,1,0
74119419462303746,1,0,2,0,1,0
74271135432323072,0,2,3,0,0,0
74273022621646848,0,2,2,0,1,0
74498310311915520,1,2,1,1,0,0
74506870731182080,1,0,0,1,0,1
74510548401799168,0,5,0,0,0,0
74635848523591682,1,1,2,0,1,0
74654251695083521,1,2,1,0,0,0
74871590483017729,0,1,3,1,0,0
74940720464674816,0,1,2,2,0,0
74984896728281088,1,1,2,0,0,0
75280856637374464,0,1,2,1,1,0
75304720230649856,0,1,3,0,0,0
75320265810255872,1,3,0,1,0,0
75326130256740352,1,1,1,1,1,0
75373995310059520,0,1,0,3,0,1
75379263146180609,1,1,0,3,0,0
75380856306401280,2,2,0,1,0,0
75382575597760513,1,3,0,1,0,0
75578771033432065,0,1,1,4,0,0
75620543243616256,0,1,3,1,0,0
75643647617548289,0,1,1,1,1,0
75691266880454656,0,2,0,2,1,0
75733073647513601,1,1,0,0,2,1
75749705715429376,0,0,3,3,0,0
75984361442381824,2,1,0,1,1,0
76006394331004929,1,3,0,1,0,0
76029621140865024,1,1,1,1,1,0
76053217217224705,0,2,0,2,0,1
76077362801934336,1,0,1,2,1,0
76084049541730304,3,0,0,0,0,0
76094323678121985,1,2,0,2,0,0
76338311404322816,0,2,2,1,0,0
76380811418533888,0,2,0,3,0,0
76426763466588160,0,1,0,4,0,0
76428469151600641,1,1,0,3,0,0
76445347773296641,1,2,1,1,0,0
76452516602200065,0,0,1,2,1,0
76681846896852992,0,1,2,1,0,0
76774415089676288,0,1,3,1,0,0
76803293329899520,0,1,1,1,2,0
77033365445951488,0,1,0,3,0,1
77050943564300289,0,3,0,2,0,0
77073105310330881,1,2,0,2,0,0
77082924301819905,0,2,0,1,1,1
77089804596158465,0,1,2,1,0,0
77097008627855360,2,3,0,0,0,0
77115019367677952,1,1,0,3,0,0
77118437679304704,0,2,2,0,1,0
77128648129392641,0,1,2,1,1,0
77133958730625024,0,2,1,2,0,0
77133973087727617,1,1,2,1,0,0
77405463276298240,0,3,0,1,1,0
77406780702986240,1,3,0,0,0,0
77425029607993345,1,0,3,0,1,0
77428332312006656,0,2,1,1,1,0
77452841685499904,1,2,1,0,0,0
77454046813892608,1,2,2,0,0,0
77466499438227456,0,2,0,2,0,1
77467273207627776,2,1,1,1,0,0
77469130973908993,0,1,1,3,0,0
77509839089176577,3,1,1,0,0,0
77554545022074880,1,3,2,0,0,0
77558130732564480,1,2,2,0,0,0
77558131001008128,0,2,2,1,0,0
77559293691445250,0,2,2,0,2,0
77773810471936002,0,1,1,2,0,0
77828219981668352,2,1,0,0,1,1
77841618681602049,0,2,0,0,1,1
77931076995137536,0,2,1,0,1,1
78114609210466304,0,1,1,2,0,0
78136756045758464,0,0,2,3,0,0
78205790648938496,3,2,0,0,0,0
78251096660918272,3,0,0,0,0,0
78271270940196864,0,2,1,0,1,1
78271355316994048,0,1,3,1,0,0
78520829289299968,1,2,1,1,0,0
78541449465036800,0,1,1,3,0,0
78542920038363136,0,0,3,0,0,0
78587692782333952,1,1,1,2,0,0
78955113514938368,0,1,1,2,1,0
79018866386276352,1,1,3,1,0,0
79287778420068352,0,2,0,0,2,0
79365067832950784,2,0,1,0,0,2
79365668465680384,0,0,1,2,2,0
79366810016825345,1,4,0,0,0,0
79599375315243008,0,3,2,0,0,0
79646397632221184,1,0,0,2,1,1
79669869179703297,1,1,3,0,0,0
79694212827848705,0,2,1,2,0,0
79957811412471809,1,2,1,0,0,0
80027293925392385,0,1,0,0,2,1
80096993057312768,2,1,1,0,0,0
80291616396546048,1,2,1,1,0,0
80351387497664512,0,4,0,1,0,0
80431551829127169,0,2,3,0,0,0
80441959658958850,0,1,2,1,0,0
80583602072600576,0,3,2,0,0,0
80648601440759808,1,1,1,1,1,0
80692653641052160,2,1,1,0,0,0
80713637823651840,0,1,1,1,2,0
80729962591682560,1,1,0,2,0,0
80759196630523904,0,1,1,1,1,0
80805606361018369,0,1,3,1,0,0
81107055318011904,0,2,2,1,0,0
81145398802137088,3,2,0,0,0,0
81170379883819008,0,2,2,1,0,0
81183467332841472,1,2,0,1,1,0
81465880315310080,0,3,0,0,2,0
81481350045106177,1,3,1,0,0,0
81761598343102464,0,2,1,1,1,0
81825833257402369,0,3,1,0,1,0
81841893952077824,4,0,0,0,1,0
81868395229884417,0,1,1,1,0,0
82127024759644160,0,2,2,0,0,0
82127892103970816,0,0,0,1,3,0
82139124215193600,0,1,0,4,0,0
82170087288737792,4,0,0,0,0,0
82244301823803392,0,4,0,0,1,0
82281672606883841,0,2,3,0,0,0
82498403031990272,3,1,1,0,0,0
82614346940809217,2,1,1,1,0,0
82838077961289728,0,1,0,1,0,0
82919088292237312,0,2,0,2,1,0
82976148207833088,1,0,0,3,0,0
82978077109522432,3,0,0,0,0,0
83218263986798592,0,0,4,1,0,0
83284728077225984,3,0,0,0,0,0
83286110087815168,0,1,3,1,0,0
83287301173686272,0,1,3,0,1,0
83289023476547584,1,3,1,0,1,0
83289477648351233,0,2,2,0,1,0
83302019464572928,1,1,0,1,1,0
83617999411625985,1,1,2,0,0,1
83623835802419200,1,0,3,1,0,0
83627788405452801,0,1,1,1,2,0
83674746851565568,0,1,4,1,0,0
83701686035689472,3,1,0,0,0,0
83731049498148864,4,1,0,0,0,0
83917438361665537,0,1,1,1,1,0
83920362190020609,2,0,1,2,0,0
83978102534975488,1,4,0,0,0,0
84037610527408129,0,1,1,0,1,2
84272823752855552,3,2,0,0,0,0
84273658842988547,3,0,0,0,0,0
84273837524529152,2,1,1,0,1,0
84274564741345281,1,2,0,0,1,0
84439053809889281,1,2,1,0,1,0
84716637923717120,0,6,0,0,0,0
84747089585770496,1,2,0,2,0,0
84777136170336257,1,2,1,1,0,0
85080775271256064,0,2,1,1,0,0
85144970511663104,0,0,2,2,0,0
85163794115989505,2,2,0,0,0,0
85164314306150400,0,0,1,0,3,1
85440844244594688,0,0,3,1,1,0
85466333445242880,0,1,1,3,0,0
85467124147040256,1,2,2,0,0,0
85509043250135040,4,1,0,0,0,0
85529643574239234,1,1,2,0,0,1
85710075850797056,0,0,3,0,1,0
85784817433718784,0,5,0,0,0,0
85815512541573121,0,1,0,3,0,1
85818493525688320,0,0,2,1,1,0
85821116085567489,0,1,2,1,0,0
85821862256443392,1,1,1,1,1,0
85822668204552192,0,1,2,3,0,0
85823267738353665,1,2,1,1,0,0
85841805920309248,1,1,2,0,0,1
85870444774821888,1,0,1,1,1,1
86115639093248000,1,3,1,0,0,0
86170430821507072,0,1,1,1,2,0
86213316506157056,2,1,0,1,0,0
86225551110569984,0,0,3,1,0,0
86454092628631552,1,2,0,0,1,0
86582146147422208,0,2,2,1,0,0
86604811012808705,0,0,3,2,0,0
86609176914182145,1,0,1,1,0,1
86798512997662721,0,1,1,2,1,0
86811005392404481,0,1,0,4,0,0
86813176682917888,0,0,3,1,1,0
86974923607785473,0,1,0,4,0,0
86997407275036672,1,0,1,0,1,0
87006099772932096,1,0,0,2,2,0
87193942805848064,0,1,2,0,0,2
87287036544958464,0,0,0,2,2,1
87287334810288129,1,3,0,1,0,0
87292369728315393,1,1,1,1,0,0
87299711312211968,0,0,1,2,1,0
87305856626073600,0,0,1,2,1,0
87331034361888769,0,4,0,1,0,0
87354006803988480,1,2,2,0,0,0
87563947754008576,0,1,3,1,0,0
87626958455840768,1,1,1,2,0,0
87678442568556544,0,0,5,0,0,0
87680266168053760,1,0,1,1,2,0
87706462884872192,0,0,3,0,0,0
88003525191286784,1,1,1,1,1,0
88081550406713344,1,4,1,0,0,0
88277985261662208,0,1,2,1,0,0
88294604411121665,0,0,1,3,1,0
88329756206047232,1,1,2,1,0,0
88352663661588480,0,2,1,1,0,0
88383191651598336,1,2,2,0,0,0
88616333897510912,0,1,1,2,1,0
88616769274642433,0,3,2,0,0,0
88621625980887040,0,1,1,1,2,0
88622560937394176,0,1,1,1,1,0
88626988843155457,1,0,0,3,1,0
88633371403624448,1,3,0,1,0,0
88679518289674240,1,1,1,2,0,0
88740834878554112,1,2,0,1,1,0
88794948996046848,3,0,0,0,0,0
88803006224662528,0,1,0,0,0,3
89001798538506240,1,1,3,0,0,0
89085743812710400,1,1,2,0,1,0
89089429725130752,0,5,0,0,0,0
89090483967627264,0,0,2,0,1,1
89360166864162816,4,0,0,0,0,0
89415148980273152,3,0,0,0,0,0
89415309966053376,2,3,0,0,0,0
89415660890894336,0,2,3,0,0,0
89417051936014336,3,0,0,0,0,0
89437416678637568,0,2,1,2,0,0
89447464523931649,0,4,0,0,1,0
89447908075765762,0,1,3,0,0,0
89461951956123648,1,1,3,0,0,0
89532692370169856,0,2,2,1,0,0
89700769292500992,3,0,0,0,0,0
89722069322956801,0,1,0,1,2,1
89775064366596096,1,0,1,2,0,0
90116138821885953,0,1,1,1,2,0
90119855738585089,0,1,1,0,0,2
90228239078932480,1,0,4,0,0,0
90456907134935040,0,1,2,1,1,0
90457220000653312,0,4,0,1,0,0
90460497937313792,0,1,2,1,0,0
90462400083525632,0,1,1,1,2,0
90468338710487040,0,1,1,3,0,0
90468698506272768,1,2,1,1,0,0
90532379554357249,2,0,0,0,0,0
90544351389810688,0,3,1,0,0,0
90544841104162816,0,1,1,2,0,0
90544922616266752,0,1,1,2,1,0
90569731366588416,1,3,0,0,0,1
90868270466478080,1,0,2,1,0,0
90868813658206208,1,1,0,3,0,0
90869330027360256,0,0,1,3,1,0
90870263549411328,2,0,0,0,0,0
90871881686724608,1,0,1,2,1,0
90900058765139968,0,1,2,2,0,0
90931798967726080,1,2,2,0,0,0
90951983615328257,0,0,0,5,0,0
91226664549367808,0,2,2,1,0,0
91228007519363073,0,3,2,0,0,0
91228973186551808,0,0,2,1,1,0
91229071903703040,2,2,1,0,0,0
91232942835236864,0,2,1,2,0,0
91233466557009921,0,3,0,0,1,0
91239493683781632,0,1,1,2,0,0
91259716986093568,2,2,0,0,0,0
91301896467382272,0,2,0,0,3,0
91535188005371904,0,1,1,2,1,0
91535546509312001,1,2,2,0,0,0
91536220064198657,1,2,2,0,0,0
91546221742784514,0,2,3,0,0,0
91547767096360960,0,3,1,1,0,0
91549154643410944,3,0,0,0,0,0
91549761156554752,2,0,0,0,0,0
91603160879202304,0,1,3,0,0,0
91604009693093888,1,2,1,0,1,0
91654043797159936,2,0,1,1,1,0
91869574135418880,3,0,0,0,0,0
91870413637959680,0,3,0,1,0,0
91874429302345729,1,1,1,1,1,0
91992766187454465,0,2,1,1,0,0
92016324301168640,0,1,1,2,1,0
92019160816685056,3,0,0,0,0,0
92258369930407936,0,1,1,3,0,0
92258510666084353,0,1,1,3,0,0
92317857077145600,0,1,3,1,0,0
92347078721806336,1,0,4,0,0,0
92377643982401536,0,1,2,1,0,1
92624163965112321,3,0,0,0,0,0
92625253955682304,0,0,4,0,0,0
92625492527685632,0,1,2,1,0,0
92633778383630336,1,2,2,0,0,0
92634985227485184,1,1,1,1,0,0
92728577451237376,1,0,0,3,1,0
92956068359057408,0,3,1,1,0,0
92959475249577984,3,0,0,0,0,0
92961879730823168,2,3,0,0,0,0
92965586153385984,3,0,0,0,0,0
92969519810748417,1,0,0,4,0,0
93026998854754307,0,0,1,3,0,0
93056306839175168,2,2,1,0,0,0
93407684015042560,1,3,1,0,0,0
93408736235888640,0,4,1,0,0,0
93422746167549952,0,4,0,1,0,0
93452733784391680,0,2,0,4,0,0
93805715013115904,3,0,0,0,0,0
93847990334275584,0,2,1,2,0,0
94043179225071617,1,1,2,1,0,0
94048883130376192,0,3,1,1,0,0
94049141327544320,2,3,0,1,0,0
94049974211448832,1,3,0,0,1,0
94110220451713025,0,1,1,2,0,1
94164451800002560,2,2,0,1,0,0
94165691430731777,0,1,1,3,0,0
94166530924888064,3,0,0,0,0,0
94168299969052672,0,1,2,1,0,0
94223927886348288,0,0,2,2,1,0
94449897327181824,1,0,2,1,0,0
94452505592856577,0,0,1,3,1,0
94455639438401536,0,2,2,1,0,0
94531959019151360,2,1,0,0,0,0
94566898360000512,1,3,0,0,0,0
94596310681919488,1,1,0,2,0,0
94838567821512704,0,1,1,0,3,0
94894434688303105,0,3,0,1,1,0
94922565813944320,0,0,1,1,2,1
94957474414723072,0,3,1,1,0,0
95168850009665536,2,0,3,0,0,0
95176488843874304,2,2,0,1,0,0
95253793591144448,2,0,0,0,0,0
95255521052995584,1,1,0,2,1,0
95311253022584832,0,1,1,2,1,0
95555225728983040,0,1,2,1,1,0
95588214307434496,4,0,0,0,0,0
95601301450260482,0,3,0,2,0,0
95601753063571457,2,1,0,1,2,0
95609484063408129,0,0,3,0,1,0
95611017362546688,0,3,1,1,0,0
95611493122453504,1,0,1,2,0,0
95611914972971008,3,0,0,0,0,0
95904465168764928,1,1,2,1,0,0
95905064362844160,3,1,0,1,0,0
95905523999838208,1,1,1,2,0,0
95906362596405249,3,0,0,0,0,0
95907700633894912,1,1,1,1,1,0
95963218362634240,1,2,1,1,1,0
95992779473301504,2,2,1,0,0,0
96280216019804161,0,2,3,0,0,0
96311327827558400,0,0,1,2,1,0
96335269195825152,3,0,0,0,0,0
96402006238953475,3,1,0,0,0,0
96413900978913280,1,0,1,1,2,0
96597990998937601,4,1,0,0,0,0
96601112613883904,2,2,1,0,0,0
96604531131023360,0,3,0,1,0,1
96644631135129600,0,1,1,2,0,1
96761669912506369,0,2,2,0,1,0
96789789772234752,0,0,0,3,1,1
97050897158381569,0,2,0,3,0,0
97074346589302784,1,2,2,0,0,0
97074573828304896,0,1,2,2,0,0
97104324345331712,0,4,0,0,0,0
97135460891107328,1,0,1,2,1,0
97368453526204417,0,2,0,2,0,0
97430998916141056,0,0,1,3,1,0
97502016233938944,1,1,2,0,0,0
97693740558323713,2,1,2,0,0,0
97704513930145792,1,1,3,0,0,0
97786312089800705,0,0,0,5,0,0
98061289460469760,0,1,1,1,0,1
98077287341232128,3,0,0,0,0,0
98077505738637313,0,0,5,0,0,0
98078950990950400,0,3,2,0,0,0
98081436900405248,3,0,0,0,0,0
98081631239286785,0,2,3,0,0,0
98115432594157568,0,1,1,1,1,2
98141991887581184,2,1,2,0,0,0
98146499254423553,0,1,3,0,1,0
98419581663719424,0,0,3,2,0,0
98422415499083777,4,0,0,1,0,0
98424359911305216,2,0,0,0,0,0
98424663486627840,2,1,1,0,0,0
98448775282032640,0,1,3,1,0,0
98449342490345472,0,1,4,0,0,0
98605282426490880,0,0,2,3,0,0
98874555908624387,1,2,1,0,1,0
98878124636381184,0,2,2,0,0,0
98879027691008000,0,3,2,0,0,0
98879946402971648,3,0,0,0,0,0
99138950303723520,1,1,1,2,0,0
99164593569546240,1,0,2,2,1,0
99219717037887488,1,0,2,2,1,0
99298599522934784,1,3,1,0,0,0
99507689599672320,3,0,0,0,0,0
99508368225480704,1,2,1,0,1,0
99509743382568960,0,4,0,1,0,0
99662467394830336,0,1,1,3,0,0
99911997726011392,0,1,0,2,1,0
99939249528389632,1,1,1,1,1,0
99967888483561473,0,0,1,2,0,1
99997061629485056,0,1,2,0,0,1
100028424940294144,1,2,0,1,1,0
100372314075578368,0,1,2,2,0,0
100580824348499969,0,1,2,2,0,0
100614581096943616,3,1,0,0,0,0
100642486866808832,0,3,2,0,0,0
100957929137647616,2,0,0,0,3,0
100987872219365376,1,1,3,0,0,0
101040470326652928,3,2,0,0,0,0
101073338922831872,1,1,1,1,1,0
101079609944186881,3,1,1,0,0,0
101100716009062403,0,2,2,0,0,1
101336108650086400,0,2,2,1,0,0
101336438146207748,0,2,2,1,0,0
101337177639763969,0,1,0,3,0,0
101337461942255616,0,4,2,0,0,0
101337936297078784,0,0,2,2,1,0
101339138862755840,0,3,1,0,0,0
101339300804833280,1,2,2,0,0,0
101393161749938176,2,3,0,0,0,0
101460705332563969,0,0,2,2,0,0
101487767082643457,0,2,2,1,0,0
101703296477171712,1,0,0,3,0,0
101742649865809920,3,0,0,0,0,0
101744553370976256,1,3,0,0,1,0
101761686578540544,1,4,0,0,0,0
101764495139016705,2,1,1,1,0,0
102088770492448768,0,1,1,2,0,0
102119661960839168,3,0,0,0,0,0
102119803455680512,3,0,0,0,0,0
102119909592543232,1,2,1,0,0,0
102120005990232064,0,0,0,3,1,0
102120452624887808,0,1,0,1,3,0
102120915801878529,0,3,1,1,0,0
102150312772632577,0,1,2,2,0,0
102160101665816576,0,1,1,2,1,0
102442984074772481,1,0,1,0,2,0
102491526533361664,1,2,0,1,1,0
102503965937238016,0,0,2,1,1,0
102525128268726274,1,3,1,0,0,0
102526316263391233,1,0,3,1,0,0
102532101756305408,0,2,3,0,0,0
102579096596393984,1,1,2,1,0,0
102771741507596288,3,0,0,0,0,0
102772788389101568,3,0,1,0,1,0
102773618186010624,0,4,1,1,0,0
102774176204599296,1,1,0,1,1,0
102846863828467713,3,2,0,0,0,0
102868117079863297,0,1,0,1,1,1
102876486981271552,1,0,3,0,0,1
102880120242585600,1,2,2,0,0,0
102906952606171137,1,2,0,1,1,0
102937729851072513,0,4,1,0,0,0
103213099007488000,1,0,4,0,0,0
